Customer_PO,Shipping_Method,Style,Color,Size,Shipped_Date,Customer,Season,shippingCountry,RESOLVED_BY,Qty,SHIP_KEY
4683,SEA,MCLSCB01,001 - SHEPHERD,36/32,06/04/25,GREYSON,,USA,,36,4683|SEA|MCLSCB01|001 - SHEPHERD|36/32
4683,SEA,MCLSCB01,001 - SHEPHERD,36/32,07/04/25,GREYSON,,USA,,69,4683|SEA|MCLSCB01|001 - SHEPHERD|36/32
4683,SEA,MCLSCB01,055 - SLATE,33/32,06/04/25,GREYSON,,USA,,36,4683|SEA|MCLSCB01|055 - SLATE|33/32
4683,SEA,MCLSCB01,055 - SLATE,33/32,07/04/25,GREYSON,,USA,,39,4683|SEA|MCLSCB01|055 - SLATE|33/32
4683,SEA,MCLSCB01,055 - SLATE,34/32,06/04/25,GREYSON,,USA,,62,4683|SEA|MCLSCB01|055 - SLATE|34/32
4683,SEA,MCLSCB01,055 - SLATE,34/32,07/04/25,GREYSON,,USA,,38,4683|SEA|MCLSCB01|055 - SLATE|34/32
4683,SEA,MCLSCB01,055 - SLATE,38/32,06/04/25,GREYSON,,USA,,12,4683|SEA|MCLSCB01|055 - SLATE|38/32
4683,SEA,MCLSCB01,055 - SLATE,38/32,07/04/25,GREYSON,,USA,,35,4683|SEA|MCLSCB01|055 - SLATE|38/32
4683,SEA,MCLSCB01,261 - RIVERSTONE,34/32,06/04/25,GREYSON,,USA,,20,4683|SEA|MCLSCB01|261 - RIVERSTONE|34/32
4683,SEA,MCLSCB01,261 - RIVERSTONE,34/32,07/04/25,GREYSON,,USA,,76,4683|SEA|MCLSCB01|261 - RIVERSTONE|34/32
4683,SEA,MCLSCB01,261 - RIVERSTONE,36/32,06/04/25,GREYSON,,USA,,11,4683|SEA|MCLSCB01|261 - RIVERSTONE|36/32
4683,SEA,MCLSCB01,261 - RIVERSTONE,36/32,07/04/25,GREYSON,,USA,,73,4683|SEA|MCLSCB01|261 - RIVERSTONE|36/32
4683,SEA,MCLSCB01,417 - MALTESE BLUE,32/32,06/04/25,GREYSON,,USA,,44,4683|SEA|MCLSCB01|417 - MALTESE BLUE|32/32
4683,SEA,MCLSCB01,417 - MALTESE BLUE,32/32,07/04/25,GREYSON,,USA,,80,4683|SEA|MCLSCB01|417 - MALTESE BLUE|32/32
4683,SEA,MCLSCB01,417 - MALTESE BLUE,33/32,06/04/25,GREYSON,,USA,,21,4683|SEA|MCLSCB01|417 - MALTESE BLUE|33/32
4683,SEA,MCLSCB01,417 - MALTESE BLUE,33/32,07/04/25,GREYSON,,USA,,78,4683|SEA|MCLSCB01|417 - MALTESE BLUE|33/32
4683,SEA,MCLSCB01,417 - MALTESE BLUE,34/32,06/04/25,GREYSON,,USA,,84,4683|SEA|MCLSCB01|417 - MALTESE BLUE|34/32
4683,SEA,MCLSCB01,417 - MALTESE BLUE,34/32,07/04/25,GREYSON,,USA,,76,4683|SEA|MCLSCB01|417 - MALTESE BLUE|34/32
4683,SEA,MCLSCB01,417 - MALTESE BLUE,35/32,06/04/25,GREYSON,,USA,,30,4683|SEA|MCLSCB01|417 - MALTESE BLUE|35/32
4683,SEA,MCLSCB01,417 - MALTESE BLUE,35/32,07/04/25,GREYSON,,USA,,37,4683|SEA|MCLSCB01|417 - MALTESE BLUE|35/32
4683,SEA,MCLSCB01,417 - MALTESE BLUE,38/32,06/04/25,GREYSON,,USA,,6,4683|SEA|MCLSCB01|417 - MALTESE BLUE|38/32
4683,SEA,MCLSCB01,417 - MALTESE BLUE,38/32,07/04/25,GREYSON,,USA,,70,4683|SEA|MCLSCB01|417 - MALTESE BLUE|38/32
4683,SEA,MCLSCB01-30,022 - ANTHRACITE,33/30,06/04/25,GREYSON,,USA,,28,4683|SEA|MCLSCB01-30|022 - ANTHRACITE|33/30
4683,SEA,MCLSCB01-30,022 - ANTHRACITE,33/30,07/04/25,GREYSON,,USA,,40,4683|SEA|MCLSCB01-30|022 - ANTHRACITE|33/30
4683,SEA,MCLSCB01-30,022 - ANTHRACITE,36/30,06/04/25,GREYSON,,USA,,8,4683|SEA|MCLSCB01-30|022 - ANTHRACITE|36/30
4683,SEA,MCLSCB01-30,022 - ANTHRACITE,36/30,07/04/25,GREYSON,,USA,,37,4683|SEA|MCLSCB01-30|022 - ANTHRACITE|36/30
4683,SEA,MCLSCB01-30,417 - MALTESE BLUE,32/30,06/04/25,GREYSON,,USA,,78,4683|SEA|MCLSCB01-30|417 - MALTESE BLUE|32/30
4683,SEA,MCLSCB01-30,417 - MALTESE BLUE,32/30,07/04/25,GREYSON,,USA,,1,4683|SEA|MCLSCB01-30|417 - MALTESE BLUE|32/30
4683,SEA,MCLSCB01-30,417 - MALTESE BLUE,36/30,06/04/25,GREYSON,,USA,,52,4683|SEA|MCLSCB01-30|417 - MALTESE BLUE|36/30
4683,SEA,MCLSCB01-30,417 - MALTESE BLUE,36/30,07/04/25,GREYSON,,USA,,2,4683|SEA|MCLSCB01-30|417 - MALTESE BLUE|36/30
4683,SEA,MCLSCB50,022 - ANTHRACITE,32,06/04/25,GREYSON,,USA,,305,4683|SEA|MCLSCB50|022 - ANTHRACITE|32
4683,SEA,MCLSCB50,022 - ANTHRACITE,32,07/04/25,GREYSON,,USA,,62,4683|SEA|MCLSCB50|022 - ANTHRACITE|32
4683,SEA,MCLSCB50,022 - ANTHRACITE,33,06/04/25,GREYSON,,USA,,152,4683|SEA|MCLSCB50|022 - ANTHRACITE|33
4683,SEA,MCLSCB50,022 - ANTHRACITE,33,07/04/25,GREYSON,,USA,,53,4683|SEA|MCLSCB50|022 - ANTHRACITE|33
4683,SEA,MCLSCB50,022 - ANTHRACITE,35,06/04/25,GREYSON,,USA,,108,4683|SEA|MCLSCB50|022 - ANTHRACITE|35
4683,SEA,MCLSCB50,022 - ANTHRACITE,35,07/04/25,GREYSON,,USA,,13,4683|SEA|MCLSCB50|022 - ANTHRACITE|35
4683,SEA,MCLSCB64,001 - SHEPHERD,31/32,07/04/25,GREYSON,,USA,,1,4683|SEA|MCLSCB64|001 - SHEPHERD|31/32
4683,SEA,MCLSCB64,001 - SHEPHERD,31/32,22/05/25,GREYSON,,USA,,12,4683|SEA|MCLSCB64|001 - SHEPHERD|31/32
4683,SEA,MCLSCB64,001 - SHEPHERD,34/32,07/04/25,GREYSON,,USA,,45,4683|SEA|MCLSCB64|001 - SHEPHERD|34/32
4683,SEA,MCLSCB64,001 - SHEPHERD,34/32,22/05/25,GREYSON,,USA,,22,4683|SEA|MCLSCB64|001 - SHEPHERD|34/32
4683,SEA,MCLSCB64,001 - SHEPHERD,35/32,07/04/25,GREYSON,,USA,,14,4683|SEA|MCLSCB64|001 - SHEPHERD|35/32
4683,SEA,MCLSCB64,001 - SHEPHERD,35/32,22/05/25,GREYSON,,USA,,11,4683|SEA|MCLSCB64|001 - SHEPHERD|35/32
4683,SEA,MCLSCB64,001 - SHEPHERD,36/32,07/04/25,GREYSON,,USA,,21,4683|SEA|MCLSCB64|001 - SHEPHERD|36/32
4683,SEA,MCLSCB64,001 - SHEPHERD,36/32,22/05/25,GREYSON,,USA,,38,4683|SEA|MCLSCB64|001 - SHEPHERD|36/32
4683,SEA,MCLSCB64,417 - MALTESE BLUE,31/32,07/04/25,GREYSON,,USA,,1,4683|SEA|MCLSCB64|417 - MALTESE BLUE|31/32
4683,SEA,MCLSCB64,417 - MALTESE BLUE,31/32,22/05/25,GREYSON,,USA,,8,4683|SEA|MCLSCB64|417 - MALTESE BLUE|31/32
4683,SEA,MCLSCB64,417 - MALTESE BLUE,36/34,07/04/25,GREYSON,,USA,,1,4683|SEA|MCLSCB64|417 - MALTESE BLUE|36/34
4683,SEA,MCLSCB64,417 - MALTESE BLUE,36/34,22/05/25,GREYSON,,USA,,6,4683|SEA|MCLSCB64|417 - MALTESE BLUE|36/34
4683,SEA,MCLSCB64,417 - MALTESE BLUE,40/32,07/04/25,GREYSON,,USA,,1,4683|SEA|MCLSCB64|417 - MALTESE BLUE|40/32
4683,SEA,MCLSCB64,417 - MALTESE BLUE,40/32,22/05/25,GREYSON,,USA,,9,4683|SEA|MCLSCB64|417 - MALTESE BLUE|40/32
4683,SEA,MFA22B46,417 - MALTESE BLUE,M,06/04/25,GREYSON,,USA,,50,4683|SEA|MFA22B46|417 - MALTESE BLUE|M
4683,SEA,MFA22B46,417 - MALTESE BLUE,M,07/04/25,GREYSON,,USA,,52,4683|SEA|MFA22B46|417 - MALTESE BLUE|M
4683,SEA,MFA22B46,417 - MALTESE BLUE,XL,06/04/25,GREYSON,,USA,,46,4683|SEA|MFA22B46|417 - MALTESE BLUE|XL
4683,SEA,MFA22B46,417 - MALTESE BLUE,XL,07/04/25,GREYSON,,USA,,30,4683|SEA|MFA22B46|417 - MALTESE BLUE|XL
4683,SEA,MFA22B68,262 - STONE,33,07/04/25,GREYSON,,USA,,1,4683|SEA|MFA22B68|262 - STONE|33
4683,SEA,MFA22B68,262 - STONE,33,07/06/25,GREYSON,,USA,,78,4683|SEA|MFA22B68|262 - STONE|33
4683,SEA,MFA22B68,262 - STONE,35,07/04/25,GREYSON,,USA,,1,4683|SEA|MFA22B68|262 - STONE|35
4683,SEA,MFA22B68,262 - STONE,35,07/06/25,GREYSON,,USA,,59,4683|SEA|MFA22B68|262 - STONE|35
4683,SEA,MFA23B49,417 - MALTESE BLUE,L,07/04/25,GREYSON,,USA,,145,4683|SEA|MFA23B49|417 - MALTESE BLUE|L
4683,SEA,MFA23B49,417 - MALTESE BLUE,L,07/06/25,GREYSON,,USA,,2,4683|SEA|MFA23B49|417 - MALTESE BLUE|L
4683,SEA,MFA23O56,051 - SMOKE HEATHER,2XL,07/04/25,GREYSON,,USA,,13,4683|SEA|MFA23O56|051 - SMOKE HEATHER|2XL
4683,SEA,MFA23O56,051 - SMOKE HEATHER,2XL,22/05/25,GREYSON,,USA,,2,4683|SEA|MFA23O56|051 - SMOKE HEATHER|2XL
4683,SEA,MFA23O56,051 - SMOKE HEATHER,L,07/04/25,GREYSON,,USA,,173,4683|SEA|MFA23O56|051 - SMOKE HEATHER|L
4683,SEA,MFA23O56,051 - SMOKE HEATHER,L,22/05/25,GREYSON,,USA,,6,4683|SEA|MFA23O56|051 - SMOKE HEATHER|L
4683,SEA,MFA23O56,051 - SMOKE HEATHER,M,07/04/25,GREYSON,,USA,,121,4683|SEA|MFA23O56|051 - SMOKE HEATHER|M
4683,SEA,MFA23O56,051 - SMOKE HEATHER,M,22/05/25,GREYSON,,USA,,68,4683|SEA|MFA23O56|051 - SMOKE HEATHER|M
4683,SEA,MFA23O56,051 - SMOKE HEATHER,S,07/04/25,GREYSON,,USA,,56,4683|SEA|MFA23O56|051 - SMOKE HEATHER|S
4683,SEA,MFA23O56,051 - SMOKE HEATHER,S,22/05/25,GREYSON,,USA,,5,4683|SEA|MFA23O56|051 - SMOKE HEATHER|S
4683,SEA,MFA23O56,051 - SMOKE HEATHER,XL,07/04/25,GREYSON,,USA,,52,4683|SEA|MFA23O56|051 - SMOKE HEATHER|XL
4683,SEA,MFA23O56,051 - SMOKE HEATHER,XL,22/05/25,GREYSON,,USA,,15,4683|SEA|MFA23O56|051 - SMOKE HEATHER|XL
4683,SEA,MSP22B03,051 - SMOKE HEATHER,31/32,07/04/25,GREYSON,,USA,,211,4683|SEA|MSP22B03|051 - SMOKE HEATHER|31/32
4683,SEA,MSP22B03,051 - SMOKE HEATHER,31/32,07/06/25,GREYSON,,USA,,1,4683|SEA|MSP22B03|051 - SMOKE HEATHER|31/32
4683,SEA,MSP22B03,051 - SMOKE HEATHER,32/32,07/04/25,GREYSON,,USA,,4844,4683|SEA|MSP22B03|051 - SMOKE HEATHER|32/32
4683,SEA,MSP22B03,051 - SMOKE HEATHER,32/32,07/06/25,GREYSON,,USA,,2,4683|SEA|MSP22B03|051 - SMOKE HEATHER|32/32
4683,SEA,MSP22B03,051 - SMOKE HEATHER,33/32,07/04/25,GREYSON,,USA,,3917,4683|SEA|MSP22B03|051 - SMOKE HEATHER|33/32
4683,SEA,MSP22B03,051 - SMOKE HEATHER,33/32,07/06/25,GREYSON,,USA,,2,4683|SEA|MSP22B03|051 - SMOKE HEATHER|33/32
4683,SEA,MSP22B03,051 - SMOKE HEATHER,34/32,07/04/25,GREYSON,,USA,,5545,4683|SEA|MSP22B03|051 - SMOKE HEATHER|34/32
4683,SEA,MSP22B03,051 - SMOKE HEATHER,34/32,07/06/25,GREYSON,,USA,,2,4683|SEA|MSP22B03|051 - SMOKE HEATHER|34/32
4683,SEA,MSP22B03,051 - SMOKE HEATHER,34/34,07/04/25,GREYSON,,USA,,71,4683|SEA|MSP22B03|051 - SMOKE HEATHER|34/34
4683,SEA,MSP22B03,051 - SMOKE HEATHER,34/34,07/06/25,GREYSON,,USA,,2,4683|SEA|MSP22B03|051 - SMOKE HEATHER|34/34
4683,SEA,MSP22B03,051 - SMOKE HEATHER,36/32,07/04/25,GREYSON,,USA,,5839,4683|SEA|MSP22B03|051 - SMOKE HEATHER|36/32
4683,SEA,MSP22B03,051 - SMOKE HEATHER,36/32,07/06/25,GREYSON,,USA,,1,4683|SEA|MSP22B03|051 - SMOKE HEATHER|36/32
4683,SEA,MSP22B03,051 - SMOKE HEATHER,36/34,07/04/25,GREYSON,,USA,,83,4683|SEA|MSP22B03|051 - SMOKE HEATHER|36/34
4683,SEA,MSP22B03,051 - SMOKE HEATHER,36/34,07/06/25,GREYSON,,USA,,1,4683|SEA|MSP22B03|051 - SMOKE HEATHER|36/34
4683,SEA,MSP22B23,051 - SMOKE HEATHER,32,06/04/25,GREYSON,,USA,,74,4683|SEA|MSP22B23|051 - SMOKE HEATHER|32
4683,SEA,MSP22B23,051 - SMOKE HEATHER,32,07/04/25,GREYSON,,USA,,1,4683|SEA|MSP22B23|051 - SMOKE HEATHER|32
4683,SEA,MSP22B23,051 - SMOKE HEATHER,33,06/04/25,GREYSON,,USA,,21,4683|SEA|MSP22B23|051 - SMOKE HEATHER|33
4683,SEA,MSP22B23,051 - SMOKE HEATHER,33,07/04/25,GREYSON,,USA,,1,4683|SEA|MSP22B23|051 - SMOKE HEATHER|33
4683,SEA,MSP22B23,051 - SMOKE HEATHER,34,06/04/25,GREYSON,,USA,,71,4683|SEA|MSP22B23|051 - SMOKE HEATHER|34
4683,SEA,MSP22B23,051 - SMOKE HEATHER,34,07/04/25,GREYSON,,USA,,1,4683|SEA|MSP22B23|051 - SMOKE HEATHER|34
4683,SEA,MSP22B23,051 - SMOKE HEATHER,36,06/04/25,GREYSON,,USA,,55,4683|SEA|MSP22B23|051 - SMOKE HEATHER|36
4683,SEA,MSP22B23,051 - SMOKE HEATHER,36,07/06/25,GREYSON,,USA,,1,4683|SEA|MSP22B23|051 - SMOKE HEATHER|36
4683,SEA,MSP22B23,051 - SMOKE HEATHER,38,06/04/25,GREYSON,,USA,,47,4683|SEA|MSP22B23|051 - SMOKE HEATHER|38
4683,SEA,MSP22B23,051 - SMOKE HEATHER,38,07/04/25,GREYSON,,USA,,1,4683|SEA|MSP22B23|051 - SMOKE HEATHER|38
4683,SEA,MSP23B03,417 - MALTESE BLUE,35/32,07/04/25,GREYSON,,USA,,40,4683|SEA|MSP23B03|417 - MALTESE BLUE|35/32
4683,SEA,MSP23B03,417 - MALTESE BLUE,35/32,07/06/25,GREYSON,,USA,,1,4683|SEA|MSP23B03|417 - MALTESE BLUE|35/32
4683,SEA,MSP23B26,100 - ARCTIC,32,06/04/25,GREYSON,,USA,,106,4683|SEA|MSP23B26|100 - ARCTIC|32
4683,SEA,MSP23B26,100 - ARCTIC,32,07/04/25,GREYSON,,USA,,64,4683|SEA|MSP23B26|100 - ARCTIC|32
4683,SEA,MSP23B26,100 - ARCTIC,33,06/04/25,GREYSON,,USA,,52,4683|SEA|MSP23B26|100 - ARCTIC|33
4683,SEA,MSP23B26,100 - ARCTIC,33,07/04/25,GREYSON,,USA,,35,4683|SEA|MSP23B26|100 - ARCTIC|33
4683,SEA,MSP23B26,100 - ARCTIC,34,06/04/25,GREYSON,,USA,,102,4683|SEA|MSP23B26|100 - ARCTIC|34
4683,SEA,MSP23B26,100 - ARCTIC,34,07/04/25,GREYSON,,USA,,40,4683|SEA|MSP23B26|100 - ARCTIC|34
4683,SEA,MSP23B26,100 - ARCTIC,35,06/04/25,GREYSON,,USA,,43,4683|SEA|MSP23B26|100 - ARCTIC|35
4683,SEA,MSP23B26,100 - ARCTIC,35,07/04/25,GREYSON,,USA,,35,4683|SEA|MSP23B26|100 - ARCTIC|35
4683,SEA,MSP23B26,100 - ARCTIC,36,06/04/25,GREYSON,,USA,,50,4683|SEA|MSP23B26|100 - ARCTIC|36
4683,SEA,MSP23B26,100 - ARCTIC,36,07/04/25,GREYSON,,USA,,59,4683|SEA|MSP23B26|100 - ARCTIC|36
4750,SEA,YFA25K65,100 - ARCTIC,L,07/04/25,GREYSON,,USA,,71,4750|SEA|YFA25K65|100 - ARCTIC|L
4750,SEA,YFA25K65,100 - ARCTIC,L,07/06/25,GREYSON,,USA,,25,4750|SEA|YFA25K65|100 - ARCTIC|L
4750,SEA,YFA25K65,100 - ARCTIC,M,07/04/25,GREYSON,,USA,,108,4750|SEA|YFA25K65|100 - ARCTIC|M
4750,SEA,YFA25K65,100 - ARCTIC,M,07/06/25,GREYSON,,USA,,27,4750|SEA|YFA25K65|100 - ARCTIC|M
4750,SEA,YFA25K65,100 - ARCTIC,S,07/04/25,GREYSON,,USA,,111,4750|SEA|YFA25K65|100 - ARCTIC|S
4750,SEA,YFA25K65,100 - ARCTIC,S,07/06/25,GREYSON,,USA,,30,4750|SEA|YFA25K65|100 - ARCTIC|S
4750,SEA,YFA25K65,100 - ARCTIC,XL,07/04/25,GREYSON,,USA,,25,4750|SEA|YFA25K65|100 - ARCTIC|XL
4750,SEA,YFA25K65,100 - ARCTIC,XL,07/06/25,GREYSON,,USA,,10,4750|SEA|YFA25K65|100 - ARCTIC|XL
4750,SEA,YFA25K65,100 - ARCTIC,XS,07/04/25,GREYSON,,USA,,87,4750|SEA|YFA25K65|100 - ARCTIC|XS
4750,SEA,YFA25K65,100 - ARCTIC,XS,07/06/25,GREYSON,,USA,,9,4750|SEA|YFA25K65|100 - ARCTIC|XS
7401-00,SEA,JWPO100060,BERING SEA,L,07/04/25,JOHNNIE O,,USA,,1642858185264,7401-00|JWPO100060|BERING SEA
7401-00,SEA,JWPO100060,BERING SEA,L,14/06/25,JOHNNIE O,,USA,,285,7401-00|JWPO100060|BERING SEA
7401-00,SEA,JWPO100060,KONA,L,07/04/25,JOHNNIE O,,USA,,1151961766742,7401-00|JWPO100060|KONA
7401-00,SEA,JWPO100060,KONA,S,14/06/25,JOHNNIE O,,USA,,10461,7401-00|JWPO100060|KONA
7692-00,SEA,JWPO100060,RASPBERRY WINE,S,07/04/25,JOHNNIE O,,USA,,2087322962130,7692-00|JWPO100060|RASPBERRY WINE
7692-00,SEA,JWPO100060,RASPBERRY WINE,L,14/06/25,JOHNNIE O,,USA,,2211,7692-00|JWPO100060|RASPBERRY WINE
7692-00,SEA,JWPO100060,WHITE,XS,07/04/25,JOHNNIE O,,USA,,5567197217121,7692-00|JWPO100060|WHITE
7692-00,SEA,JWPO100060,WHITE,M,14/06/25,JOHNNIE O,,USA,,113,7692-00|JWPO100060|WHITE
